genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
dangdut,0.0409,0.37,295947,0.514,0.00115,0.283,-5.479,0.0302,126.978,0.17,55,2,1
danish alternative rock,0.007083583,0.658,368950.75,0.665416667,0.393604158,0.122141667,-7.553583333,0.031691667,115.42075,0.335416667,19.75,2,0
danish classical,0.860316667,0.278409259,415175.7889,0.219945926,0.769986667,0.165587593,-15.64836667,0.043206111,102.0852796,0.191168519,0.972222222,5,1
danish electro,0.00345,0.609,228200,0.957,0.676,0.101,-9.415,0.0383,124.015,0.712,0,4,1
danish electronic,0.016934392,0.641091667,287250.0417,0.834395,0.46120405,0.260277833,-7.419063333,0.070084667,129.257585,0.439406833,8.993333333,10,1
danish electropop,2.58E-05,0.806,419200,0.468,0.645,0.0165,-13.494,0.068,124,0.511,0,0,1
danish experimental,0.018,0.796,312933,0.713,0.782,0.0989,-13.254,0.0456,125.99,0.214,0,1,1
danish hip hop,0.007955,0.8895,232068.5,0.6065,0.0305,0.05465,-6.966,0.1755,126.0015,0.4515,56.5,7,1
danish jazz,0.94075,0.491020833,298869.2917,0.2776375,0.664278438,0.462729167,-18.5381875,0.068660417,117.4559167,0.532479167,20.41666667,5,1
danish metal,0.001890764,0.392962527,267429.3115,0.875573203,0.229901441,0.170954052,-7.77879085,0.078808715,139.0622601,0.504699782,28.35098039,6,1
danish pop,0.128247556,0.694313131,229572.0909,0.672989899,0.02460148,0.192009091,-6.777757576,0.088109091,121.0614343,0.564181818,32.41414141,9,1
danish pop rock,0.549708333,0.46025,357323.4167,0.44675,0.44700215,0.5225,-13.24008333,0.042258333,114.6649167,0.43425,43.75,11,1
danish post-punk,0.000174,0.555,288347,0.976,0.911,0.206,-5.513,0.0413,111.207,0.0397,30,11,1
danish rock,0.007349894,0.470611111,236621.4444,0.8665,0.066844853,0.150033333,-6.243166667,0.050655556,111.2533333,0.455527778,51.58333333,2,1
danish singer-songwriter,0.000174,0.555,288347,0.976,0.911,0.206,-5.513,0.0413,111.207,0.0397,30,11,1
danish techno,0.018,0.796,312933,0.713,0.782,0.0989,-13.254,0.0456,125.99,0.214,0,1,1
dansband,0.357789583,0.556791667,189185.4792,0.691666667,0.02450058,0.232061458,-8.463895833,0.034438542,125.8495313,0.788697917,32.35416667,2,1
danseband,0.691,0.369,213187,0.505,0.00026,0.0954,-10.199,0.0771,204.212,0.79,28,7,1
dansktop,0.758365079,0.588329365,174656.3651,0.357673016,0.159831411,0.233987302,-12.25511905,0.158879762,101.4060952,0.620246032,7.404761905,3,1
danspunk,0.363828571,0.578142857,205579,0.624142857,0.111806856,0.167614286,-9.260142857,0.031871429,122.6114286,0.744142857,34.42857143,2,1
dark cabaret,0.415935043,0.434555556,250205.3547,0.718735043,0.116939317,0.237984615,-7.598512821,0.073987607,134.3467863,0.469446154,30.7991453,9,1
dark clubbing,0.072405533,0.550335354,262686.6636,0.790221717,0.399541083,0.25293851,-6.297498737,0.058527702,131.7857854,0.304715657,26.54015152,5,1
dark disco,0.00108,0.56,343380,0.808,0.00656,0.0546,-6.72,0.0466,127.493,0.798,25,10,0
dark electro,0.106189516,0.502947619,277515.2222,0.833303175,0.440436145,0.199587937,-7.01604127,0.043296508,128.2184413,0.291422857,5.847619048,1,1
dark hardcore,0.04281,0.3765,2873659.333,0.8845,0.196645,0.322,-8.006833333,0.114066667,157.0298333,0.210166667,0,7,1
dark jazz,0.577292087,0.294916,410133.72,0.275816,0.763997533,0.222912667,-21.22849333,0.040465333,92.01292667,0.149486,41.36666667,9,1
dark minimal techno,0.015664116,0.689403571,440251.3214,0.6399,0.783475,0.124018571,-9.632410714,0.059394643,127.4845321,0.219326786,0.142857143,1,1
dark post-punk,0.035670729,0.502275132,259598.9253,0.744031746,0.331835712,0.15901627,-10.06540278,0.057156614,137.5532057,0.482236111,26.60383598,11,0
dark progressive house,0.00124786,0.6306,532864.6,0.7192,0.8426,0.37466,-8.2726,0.04654,126.604,0.2559,4.8,0,1
dark psytrance,9.66E-05,0.725,442953,0.99,0.893,0.127,-6.86,0.0568,147.006,0.713,0,11,0
dark techno,0.028640353,0.771433333,395489.1111,0.671411111,0.871366667,0.09315,-9.138822222,0.105723333,128.1915778,0.251044444,1.522222222,7,1
dark trap,0.185481225,0.696747022,189511.0029,0.673283376,0.06952032,0.175722373,-6.865517195,0.183176715,129.2233796,0.470874689,56.54240409,1,1
dark wave,0.119577181,0.491070278,267398.0176,0.680652024,0.317109165,0.214371671,-11.58105758,0.053934179,128.0990574,0.466046246,34.25849206,11,1
darkstep,0.011055833,0.5905,389164.5,0.909,0.871333333,0.134666667,-5.441,0.059483333,172.0215,0.172216667,0.666666667,11,0
darksynth,0.00108,0.448,289187,0.955,0.837,0.371,-2.945,0.0441,99.994,0.39,58,5,0
dayton indie,0.091016389,0.440172222,195955.7361,0.645036111,0.21271096,0.180275,-9.388638889,0.048519444,140.9447361,0.464544444,45.94444444,1,1
dc hardcore,0.020167516,0.335123649,114153.7758,0.839411652,0.428010794,0.255994269,-9.824536922,0.09236831,128.6724315,0.401147719,27.21986681,11,1
death 'n' roll,6.49E-05,0.241791667,262612.75,0.940708333,0.403516667,0.229416667,-7.061291667,0.08185,125.9417917,0.275416667,39.16666667,7,1
death metal,0.030359343,0.325455316,270230.0778,0.896885888,0.412007649,0.240174938,-8.131387323,0.094087495,119.6468843,0.283814209,32.73860577,4,1
deathcore,0.106969899,0.444424603,222367.9802,0.859555556,0.14414207,0.22313373,-6.89781746,0.119457143,123.479881,0.366310317,35.47619048,11,1
deathgrass,0.074920725,0.34374,202998.4,0.94225,0.04358255,0.27585,-5.5555,0.091765,116.24085,0.41228,18.35,0,1
deathgrind,0.000184621,0.467466667,259993.2,0.864733333,0.768206667,0.159036667,-10.36646667,0.07897,113.9420667,0.347116667,28.56666667,9,1
deathrash,0.044234524,0.331964054,267528.4276,0.862595547,0.399456936,0.182451044,-9.735980519,0.080383279,120.1288214,0.242115492,25.89146568,4,1
deathrock,0.028502361,0.419696667,260335.2867,0.791621667,0.250653311,0.209952167,-10.29850083,0.05391025,142.8543225,0.467857,34.66583333,9,1
deathstep,0.00574505,0.39975,214603.5,0.957,0.1323699,0.37275,-4.47175,0.111575,137.72975,0.3195,27.75,2,1
deep acoustic pop,0.085264,0.4894,228905.6,0.7036,0.00619776,0.285,-7.9454,0.05006,127.8992,0.4564,14,7,0
deep adult standards,0.748842458,0.534444721,161690.3116,0.353419894,0.010722114,0.21944807,-10.91010803,0.058916289,114.1939965,0.597030195,22.53827444,7,1
deep big room,0.062246687,0.584321339,291623.7084,0.841651545,0.306750766,0.252795941,-5.733016935,0.0835077,129.7411237,0.354512206,15.05247821,7,0
deep ccm,0.280608031,0.465417306,363936.1095,0.525768968,0.029740691,0.208665729,-8.719539216,0.071184228,129.8316176,0.310889812,42.67902813,7,1
deep chill,0.759,0.653,325438,0.552,0.894,0.0948,-16.761,0.0496,116.988,0.398,0,6,0
deep christian rock,0.50607843,0.511470238,261488.4563,0.40160093,0.026418865,0.180528441,-11.97418936,0.033236179,119.0655634,0.356843192,29.33705357,0,1
deep classic garage rock,0.0338,0.57,147107,0.6505,0.0004525,0.2225,-8.962,0.02835,90.61,0.719,24.5,2,1
deep comedy,0.898031111,0.643273333,197368.7778,0.4739,0.000922451,0.664955556,-12.56827111,0.760765333,95.67687111,0.514917333,9.6,7,1
deep contemporary country,0.414268519,0.585166667,191114.8981,0.529416667,1.10E-05,0.1553,-10.44475,0.031177778,122.6996111,0.585796296,32.17592593,9,1
deep dance pop,0.103233333,0.7095,258854.5,0.8335,4.53E-07,0.23225,-3.665083333,0.152166667,129.5098333,0.435416667,42.5,5,1
deep darkpsy,0.000469,0.518,62773,0.969,0,0.887,-5.123,0.139,129.939,0.285,6,6,1
deep deep house,0.018151667,0.784,443454,0.4995,0.8405,0.1234,-12.22133333,0.086116667,123.333,0.26195,0.5,11,1
deep deep tech house,0.003925,0.765,335658,0.763,0.689,0.0654,-7.425,0.0538,129.0105,0.2787,0,5,0
deep delta blues,0.978666667,0.4575,107363.4167,0.08644,0.144921465,0.1815,-15.32491667,0.045508333,108.90525,0.37475,0.833333333,10,1
deep disco,0.082446053,0.726182382,401315.1354,0.671474979,0.095312394,0.137826261,-10.79960174,0.070426261,118.6806088,0.792865302,33.30831266,11,1
deep disco house,0.096728833,0.695166667,315420.8333,0.785166667,0.577201667,0.1076,-8.946916667,0.0421,126.8035,0.279583333,15.66666667,11,0
deep dnb,0.030072571,0.701142857,352874.5714,0.636,0.834,0.157142857,-6.802285714,0.096842857,160.4401429,0.125,0,5,1
deep dubstep,0.092878,0.5095,356231.5,0.604,0.86875,0.251,-7.65475,0.059425,128.51,0.14735,0,9,0
deep east coast hip hop,0.187272222,0.776111111,230392.2222,0.728111111,0.000712922,0.178777778,-6.987444444,0.271333333,117.7318889,0.765444444,42.77777778,11,1
deep euro house,0.078740675,0.763232456,338541.4408,0.601107456,0.635610126,0.093017544,-9.306850877,0.071803728,125.6112412,0.445754386,9.399122807,8,0
deep eurodance,0.0303,0.579,221821,0.931,0.0305,0.0845,-5.164,0.0477,124.008,0.697,0,6,0
deep filthstep,0.000498,0.680333333,326103.6667,0.684,0.256866667,0.156,-6.370666667,0.084333333,127.3053333,0.375333333,0,0,0
deep flow,0.3803,0.749,226449.5,0.8215,0,0.3285,-6.318,0.16955,97.779,0.6725,33.5,1,1
deep free jazz,0.74035625,0.289875,672934.5417,0.41269375,0.441396325,0.255408333,-18.86308333,0.148047917,87.64741667,0.2387875,0,10,1
deep freestyle,0.014171667,0.739333333,239184.6667,0.653,0.11393,0.104916667,-10.65816667,0.050333333,119.2613333,0.766166667,32.5,7,1
deep full on,0.0002755,0.6565,452423,0.8915,0.8315,0.138,-5.637,0.04365,145.5,0.334,0,7,1
deep funk,0.203802333,0.655666667,204559.6667,0.699,0.00032677,0.1687,-7.277666667,0.067633333,125.4296667,0.818,40.33333333,4,1
deep funk house,0.000478,0.821,378780,0.6015,0.8825,0.3595,-7.7985,0.1039,124.501,0.644,0,11,1
deep g funk,0.00146,0.671,260622,0.799333333,1.46E-05,0.3018,-4.597666667,0.182566667,142.4916667,0.645666667,35.66666667,4,0
deep german punk,0.0008,0.515,209480,0.975,1.55E-06,0.206,-3.792,0.0597,102.517,0.372,3,1,1
deep groove house,0.089969615,0.738470139,261680.307,0.750617029,0.2910292,0.197116178,-6.843203512,0.070451597,122.9066651,0.556850786,23.176,7,1
deep happy hardcore,0.000961,0.558,302159.5,0.8775,0.416725,0.163,-2.667,0.07545,169.9945,0.08865,6,7,1
deep hardtechno,0.345,0.384,151942,0.82,0.833,0.236,-2.418,0.0403,138.898,0.329,0,9,0
deep house,0.074108155,0.744939512,358655.1154,0.723977996,0.464216539,0.127130688,-8.748861256,0.090343642,123.6624618,0.565906996,18.77595628,11,0
deep idm,0.58494,0.619666667,263449,0.48,0.6030058,0.146,-14.57433333,0.132833333,134.995,0.451666667,41.33333333,5,1
deep indian pop,0.629294762,0.61649768,252452.5625,0.413653203,0.131202008,0.179154767,-11.92656088,0.10576062,101.5038079,0.624905858,20.41987347,7,1
deep latin alternative,0.473,0.562,244307,0.217,0,0.205,-20.723,0.034,109.843,0.691,41,4,1
deep latin christian,0.351043333,0.622083333,288692.5833,0.580166667,0.316973443,0.23155,-8.878,0.042441667,97.50175,0.382666667,35.25,8,1
deep latin jazz,0.474,0.703,298013,0.68,0.683,0.0826,-7.717,0.0328,137.336,0.6,0,4,0
deep liquid bass,0.021111,0.4725,340027,0.84,0.6505,0.4675,-5.061,0.136,170.9975,0.3725,0,11,1
deep melodic hard rock,2.49E-05,0.389,250827,0.997,0.00474,0.831,-5.033,0.192,116.163,0.094,0,10,0
deep melodic metalcore,2.20E-05,0.399,70074,0.892,0.961,0.298,-8.259,0.0383,137.001,0.133,8,11,0
deep metalcore,0.0316,0.636,167673,0.713,5.14E-05,0.371,-5.905,0.028,125.035,0.754,3,7,0
deep minimal techno,0.023662206,0.79297957,396739.9731,0.760530108,0.750637652,0.13961086,-8.868190323,0.07376043,125.6328677,0.469025269,1.748387097,11,1
deep motown,0.565977778,0.548222222,152395.4444,0.507888889,0.086333793,0.253888889,-9.784444444,0.035255556,119.1028889,0.811555556,11.66666667,3,1
deep new americana,0.404522172,0.527655777,245712.3287,0.57774569,0.092580239,0.19182891,-8.914231573,0.058103908,115.4369496,0.480100155,46.20113252,7,1
deep new wave,0.015611667,0.615916667,284349,0.729833333,0.038195222,0.272366667,-8.845333333,0.054133333,131.0049167,0.679,24.91666667,2,1
deep norteno,0.263142029,0.69136853,194333.1204,0.686993444,0.073340124,0.135778675,-6.947138716,0.050224189,112.1503195,0.818827467,34.85714286,7,1
deep pop edm,0.097391027,0.64664,218920.08,0.717333333,0.203432052,0.177806667,-6.399213333,0.045349333,127.2237867,0.305288,15.32,5,1
deep power-pop punk,0.00143,0.557,229053,0.922,0.0133,0.374,-5.214,0.0378,103.005,0.331,0,2,1
deep progressive house,0.01526425,0.59475,497141,0.73525,0.83925,0.1635,-8.514,0.03525,126.25475,0.27575,11.5,11,0
deep progressive trance,0.010049703,0.546368182,242257.8348,0.905572727,0.828859242,0.287698788,-8.385860606,0.057128636,135.033853,0.399427273,6.209090909,0,1
deep psychobilly,0.3265328,0.5015,334480,0.9245,0.5115,0.09755,-8.1445,0.03835,167.462,0.472,14.5,11,1
deep punk rock,6.49E-05,0.58,129400,0.745,0.658,0.0542,-12.324,0.0359,123.498,0.961,37,1,1
deep r&b,0.0013465,0.5255,186133.5,0.877,0.3312005,0.303,-5.164,0.04805,129.995,0.598,2,11,0
deep ragga,0.215580085,0.719410123,200730.5809,0.488529801,0.005058751,0.101517597,-10.94133869,0.178459413,112.4341755,0.680509461,31.4782403,6,1
deep regional mexican,0.409246034,0.704212857,190436.2024,0.662188846,0.019995428,0.160422678,-6.640679564,0.088851165,124.515355,0.839675723,50.32695141,10,1
deep smooth jazz,0.394083333,0.541166667,309255.4167,0.465141667,0.720083333,0.107675,-14.27808333,0.03695,100.7033333,0.447316667,43.16666667,7,0
deep soft rock,0.327968686,0.642241667,242288.6365,0.576189744,0.010523505,0.191472564,-11.00152179,0.045710641,108.4331808,0.678121154,30.60576923,10,1
deep soul house,0.010872,0.8402,338571,0.7952,0.6386,0.06362,-6.7872,0.08212,121.9804,0.5832,0.8,7,1
deep soundtrack,0.55774,0.393145,156427.82,0.39334,0.429890262,0.170621,-13.92301,0.03991,109.55995,0.33827,20.62,8,1
deep southern soul,0.4755,0.666333333,155101.5,0.563333333,0.0002065,0.090833333,-8.553833333,0.032566667,116.2041667,0.905166667,26,7,1
deep southern trap,0.1040367,0.748543569,266397.1285,0.663548624,0.005766254,0.212471135,-5.979696437,0.243529841,135.5729785,0.58404159,45.61733405,1,1
deep talent show,0.325458587,0.630862469,221714.4883,0.630900711,0.001451432,0.118041176,-7.218258384,0.041394348,122.2156947,0.521435734,41.45285068,7,1
deep tech house,0.081247389,0.701044444,441123.8111,0.794781111,0.795354444,0.210761111,-8.463211111,0.050768889,124.6592889,0.492788889,7.022222222,4,0
deep techno,0.024422,0.729375,397985,0.727875,0.697175,0.31,-10.324625,0.0646375,123.001125,0.28835,1.125,9,1
deep tropical house,0.189535966,0.668630208,235391.8724,0.6980625,0.251794213,0.176935156,-7.231820313,0.052641667,112.0491484,0.416335417,30.11979167,5,1
deep underground hip hop,0.164410281,0.71955,206514.0956,0.680921053,5.58E-05,0.212142018,-6.907936842,0.187059649,126.2635544,0.412373684,54.00877193,5,0
deep uplifting trance,0.017665174,0.603741717,212674.8718,0.866086596,0.513248461,0.237798386,-7.276036499,0.070536935,130.4206583,0.486628582,5.111123132,7,0
deep vocal house,0.031115,0.7725,219798.5,0.842,0.284001355,0.0617,-4.0165,0.051,125.9845,0.368,0.5,6,1
delta blues,0.698595078,0.573712183,197549.0287,0.399389785,0.092355904,0.19858106,-12.22859087,0.078909546,120.0852967,0.597866399,22.60849579,2,1
dembow,0.16769,0.8174,241757,0.723,0.001166238,0.1045,-5.758,0.14831,111.2676,0.7417,70.1,7,1
denpa-kei,0.0657,0.568,253160,0.939,0,0.368,-1.577,0.0446,97.937,0.676,57,4,0
denton tx indie,0.00778,0.6405,253353.5,0.7685,0.00023125,0.1049,-4.9415,0.1268,115.9835,0.571,49.5,9,1
denver indie,0.3507,0.553555556,286025.6667,0.623,0.096788889,0.235222222,-7.552777778,0.035555556,116.0176667,0.475211111,45.22222222,2,0
depressive black metal,0.0849495,0.2117625,487343.875,0.907875,0.59,0.26845,-11.230125,0.1287125,122.70675,0.041625,3.875,6,1
derby indie,0.292416667,0.47705,240566,0.354966667,0.751666667,0.099266667,-13.01416667,0.038466667,93.58283333,0.414316667,32,6,0
desert blues,0.5622,0.4608,366938.8,0.4458,0.0133532,0.23266,-15.043,0.0469,136.9962,0.5684,45,5,0
desi hip hop,0.438921064,0.663501488,254063.1862,0.551324762,0.105238981,0.154221533,-9.734967857,0.103449576,105.8055408,0.618919494,25.82276786,4,1
desi pop,0.435605544,0.649664938,278683.1101,0.604203264,0.098097003,0.172289593,-9.231955964,0.097936994,112.887892,0.67161899,25.65544035,7,1
destroy techno,0.0467545,0.64305,268321.4,0.8178,0.04793105,0.22803,-7.13085,0.22096,126.9676,0.453,22.45,5,0
detroit hip hop,0.152047087,0.680891459,235355.6863,0.706127354,0.012864853,0.288276242,-5.697933122,0.235868961,107.0084612,0.622731301,50.78783961,11,1
detroit house,0.113966,0.728,341176.3333,0.797666667,0.56908,0.100953333,-9.614,0.056733333,121.0796,0.445666667,31.26666667,2,0
detroit rock,0.176088686,0.535054906,205317.8562,0.754581531,0.050360766,0.257201874,-8.867651705,0.06227309,118.2129039,0.689273799,28.26613303,9,1
detroit techno,0.049437825,0.7735,369857.25,0.71,0.811,0.226925,-11.68975,0.064125,122.93425,0.41555,29.25,6,0
detroit trap,0.091258065,0.707989418,213417.9444,0.734010582,0.205131111,0.160828307,-7.590661376,0.139466667,123.1147646,0.559992063,42.31481481,8,0
detske pisnicky,0.960111111,0.400111111,649711.5556,0.192055556,0.025060155,0.103761111,-15.49655556,0.040861111,109.0396111,0.377444444,30.61111111,0,1
detskie pesni,0.68244,0.6281,130575.6,0.2168,0.000105253,0.19061,-16.884,0.07588,110.4285,0.7499,37.4,10,0
dfw rap,0.149504035,0.813230476,206794.3673,0.622005382,0.000370757,0.115570255,-7.586926075,0.291110043,140.8195869,0.594322136,54.83427128,0,1
dhrupad,0.986819444,0.579402778,219394.3056,0.156755556,0.423477869,0.148405556,-12.97040278,0.1631375,87.53751389,0.541486111,10,5,1
didgeridoo,0.493641368,0.306099926,802271.9024,0.371803636,0.62399323,0.268917812,-19.58735846,0.059364967,103.2332624,0.167228234,4.497413156,2,1
digital hardcore,0.021031812,0.527563636,230277.4545,0.924109091,0.522786169,0.310441818,-5.179108442,0.105198506,125.1800208,0.327210325,28.88441558,7,1
dinner jazz,0.904709653,0.686623767,171997.615,0.079138604,0.859459245,0.108914264,-20.06760511,0.128824582,96.66446182,0.159608473,7.465465465,5,1
dirty south rap,0.092403048,0.743338898,263441.4441,0.670138292,0.008003339,0.213356345,-6.578815339,0.208488096,123.936362,0.571583455,46.88636068,1,1
dirty texas rap,0.149007427,0.751270833,284208.3617,0.58695178,0.017771171,0.192931199,-8.078327231,0.25619406,129.5616673,0.536327291,28.43957431,2,1
disco,0.235803536,0.659034443,290907.157,0.623350013,0.104771087,0.17653507,-10.31748552,0.059699615,116.6685648,0.704701373,37.46741907,7,1
disco house,0.051675433,0.713802049,300817.9556,0.785489932,0.351212257,0.170965399,-7.110252831,0.067560824,126.5442997,0.590461632,25.47550039,5,0
disney,0.666241018,0.498339043,168821.0463,0.380818388,0.048539003,0.208732039,-13.27178665,0.093143849,106.8352673,0.484622772,44.83727822,0,1
disney svenska,0.984,0.707,159095,0.355,0.0631,0.118,-14.27,0.158,83.984,0.689,0,5,1
diva house,0.049872603,0.699551802,291735.4813,0.782637017,0.254828896,0.177053067,-8.430033722,0.053797801,123.5669634,0.661297758,35.53481947,11,1
